,Team1,Team2,Points1,Points2,Venue,Season,Round,Day,Date,Attendance,Winner1,Home/Away1,Home/Away2
1601,Collingwood,Richmond,66.0,98.0,M.C.G.,2019,Round 19,Fri,26-Jul-2019,78722.0,0,H,H
1602,Hawthorn,Brisbane Lions,60.0,87.0,York Park,2019,Round 19,Sat,27-Jul-2019,15157.0,0,H,A
1603,Carlton,Adelaide,87.0,60.0,M.C.G.,2019,Round 19,Sat,27-Jul-2019,38369.0,1,H,A
1604,West Coast,North Melbourne,121.0,72.0,Perth Stadium,2019,Round 19,Sat,27-Jul-2019,54376.0,1,H,A
1605,St Kilda,Melbourne,104.0,85.0,Docklands,2019,Round 19,Sat,27-Jul-2019,22854.0,1,H,A
1606,Port Adelaide,Greater Western Sydney,55.0,56.0,Adelaide Oval,2019,Round 19,Sat,27-Jul-2019,27591.0,0,H,A
1607,Western Bulldogs,Fremantle,113.0,66.0,Docklands,2019,Round 19,Sun,28-Jul-2019,21181.0,1,H,A
1608,Sydney,Geelong,80.0,107.0,S.C.G.,2019,Round 19,Sun,28-Jul-2019,32911.0,0,H,A
1609,Gold Coast,Essendon,96.0,106.0,Carrara,2019,Round 19,Sun,28-Jul-2019,15759.0,0,H,A
1610,North Melbourne,Hawthorn,86.0,64.0,Docklands,2019,Round 20,Fri,02-Aug-2019,33226.0,1,H,A
1611,Essendon,Port Adelaide,67.0,126.0,Docklands,2019,Round 20,Sat,03-Aug-2019,42940.0,0,H,A
1612,Greater Western Sydney,Sydney,83.0,81.0,Sydney Showground,2019,Round 20,Sat,03-Aug-2019,16116.0,1,H,A
1613,Fremantle,Geelong,95.0,61.0,Perth Stadium,2019,Round 20,Sat,03-Aug-2019,36310.0,1,H,A
1614,Melbourne,Richmond,60.0,93.0,M.C.G.,2019,Round 20,Sat,03-Aug-2019,37254.0,0,H,H
1615,Adelaide,St Kilda,92.0,70.0,Adelaide Oval,2019,Round 20,Sat,03-Aug-2019,39984.0,1,H,A
1616,Collingwood,Gold Coast,120.0,51.0,M.C.G.,2019,Round 20,Sun,04-Aug-2019,33577.0,1,H,A
1617,Carlton,West Coast,75.0,99.0,Docklands,2019,Round 20,Sun,04-Aug-2019,32802.0,0,H,A
1618,Brisbane Lions,Western Bulldogs,98.0,80.0,Gabba,2019,Round 20,Sun,04-Aug-2019,25831.0,1,H,A
1619,Greater Western Sydney,Hawthorn,29.0,85.0,Manuka Oval,2019,Round 21,Fri,09-Aug-2019,11741.0,0,H,A
1620,Melbourne,Collingwood,53.0,70.0,M.C.G.,2019,Round 21,Sat,10-Aug-2019,31903.0,0,H,H
1621,Port Adelaide,Sydney,103.0,56.0,Adelaide Oval,2019,Round 21,Sat,10-Aug-2019,29568.0,1,H,A
1622,Brisbane Lions,Gold Coast,144.0,53.0,Gabba,2019,Round 21,Sat,10-Aug-2019,22530.0,1,H,A
1623,Essendon,Western Bulldogs,33.0,137.0,Docklands,2019,Round 21,Sat,10-Aug-2019,41816.0,0,H,H
1624,Geelong,North Melbourne,69.0,14.0,Kardinia Park,2019,Round 21,Sat,10-Aug-2019,21664.0,1,H,A
1625,St Kilda,Fremantle,72.0,69.0,Docklands,2019,Round 21,Sun,11-Aug-2019,17715.0,1,H,A
1626,Richmond,Carlton,73.0,45.0,M.C.G.,2019,Round 21,Sun,11-Aug-2019,51039.0,1,H,H
1627,West Coast,Adelaide,90.0,80.0,Perth Stadium,2019,Round 21,Sun,11-Aug-2019,54994.0,1,H,A
1628,Melbourne,Sydney,42.0,95.0,M.C.G.,2019,Round 22,Fri,16-Aug-2019,23700.0,0,H,A
1629,Carlton,St Kilda,78.0,68.0,M.C.G.,2019,Round 22,Sat,17-Aug-2019,51786.0,1,H,A
1630,Brisbane Lions,Geelong,75.0,74.0,Gabba,2019,Round 22,Sat,17-Aug-2019,35608.0,1,H,A
1631,Adelaide,Collingwood,48.0,114.0,Adelaide Oval,2019,Round 22,Sat,17-Aug-2019,48175.0,0,H,A
1632,North Melbourne,Port Adelaide,144.0,58.0,Docklands,2019,Round 22,Sat,17-Aug-2019,17063.0,1,H,A
1633,Fremantle,Essendon,55.0,87.0,Perth Stadium,2019,Round 22,Sat,17-Aug-2019,47833.0,0,H,A
1634,Richmond,West Coast,88.0,82.0,M.C.G.,2019,Round 22,Sun,18-Aug-2019,57415.0,1,H,A
1635,Greater Western Sydney,Western Bulldogs,65.0,126.0,Sydney Showground,2019,Round 22,Sun,18-Aug-2019,10139.0,0,H,A
1636,Hawthorn,Gold Coast,118.0,48.0,Docklands,2019,Round 22,Sun,18-Aug-2019,31331.0,1,A,A
1637,Collingwood,Essendon,76.0,65.0,M.C.G.,2019,Round 23,Fri,23-Aug-2019,85405.0,1,H,H
1638,Sydney,St Kilda,109.0,64.0,S.C.G.,2019,Round 23,Sat,24-Aug-2019,33722.0,1,H,A
1639,North Melbourne,Melbourne,88.0,83.0,Bellerive Oval,2019,Round 23,Sat,24-Aug-2019,8202.0,1,H,A
1640,Geelong,Carlton,129.0,61.0,Kardinia Park,2019,Round 23,Sat,24-Aug-2019,31669.0,1,H,A
1641,Gold Coast,Greater Western Sydney,55.0,127.0,Carrara,2019,Round 23,Sat,24-Aug-2019,7610.0,0,H,A
1642,West Coast,Hawthorn,67.0,105.0,Perth Stadium,2019,Round 23,Sat,24-Aug-2019,55859.0,0,H,A
1643,Western Bulldogs,Adelaide,121.0,87.0,Eureka Stadium,2019,Round 23,Sun,25-Aug-2019,9560.0,1,H,A
1644,Richmond,Brisbane Lions,82.0,55.0,M.C.G.,2019,Round 23,Sun,25-Aug-2019,76995.0,1,H,A
1645,Port Adelaide,Fremantle,110.0,67.0,Adelaide Oval,2019,Round 23,Sun,25-Aug-2019,27504.0,1,H,A
1646,West Coast,Essendon,116.0,61.0,Perth Stadium,2019,Elimination Final,Thu,05-Sep-2019,59216.0,1,H,A
1647,Geelong,Collingwood,51.0,61.0,M.C.G.,2019,Qualifying Final,Fri,06-Sep-2019,93436.0,0,A,H
1648,Greater Western Sydney,Western Bulldogs,113.0,55.0,Sydney Showground,2019,Elimination Final,Sat,07-Sep-2019,19218.0,1,H,A
1649,Brisbane Lions,Richmond,65.0,112.0,Gabba,2019,Qualifying Final,Sat,07-Sep-2019,37478.0,0,H,A
1650,Geelong,West Coast,88.0,68.0,M.C.G.,2019,Semi Final,Fri,13-Sep-2019,51813.0,1,A,A
1651,Brisbane Lions,Greater Western Sydney,80.0,83.0,Gabba,2019,Semi Final,Sat,14-Sep-2019,30034.0,0,H,A
1652,Richmond,Geelong,85.0,66.0,M.C.G.,2019,Preliminary Final,Fri,20-Sep-2019,94423.0,1,H,A
1653,Collingwood,Greater Western Sydney,52.0,56.0,M.C.G.,2019,Preliminary Final,Sat,21-Sep-2019,77828.0,0,H,A
1654,Richmond,Greater Western Sydney,114.0,25.0,M.C.G.,2019,Grand Final,Sat,28-Sep-2019,100014.0,1,H,A
1655,Richmond,Carlton,105.0,81.0,M.C.G.,2020,Round 1,Thu,19-Mar-2020,,1,H,H
1656,Western Bulldogs,Collingwood,34.0,86.0,Docklands,2020,Round 1,Fri,20-Mar-2020,,0,H,A
1657,Essendon,Fremantle,63.0,57.0,Docklands,2020,Round 1,Sat,21-Mar-2020,,1,H,A
1658,Adelaide,Sydney,71.0,74.0,Adelaide Oval,2020,Round 1,Sat,21-Mar-2020,,0,H,A
1659,Gold Coast,Port Adelaide,29.0,76.0,Carrara,2020,Round 1,Sat,21-Mar-2020,,0,H,A
1660,Greater Western Sydney,Geelong,105.0,73.0,Sydney Showground,2020,Round 1,Sat,21-Mar-2020,,1,H,A
1661,North Melbourne,St Kilda,56.0,54.0,Docklands,2020,Round 1,Sun,22-Mar-2020,,1,H,H
1662,Hawthorn,Brisbane Lions,90.0,62.0,M.C.G.,2020,Round 1,Sun,22-Mar-2020,,1,H,A
1663,West Coast,Melbourne,78.0,51.0,Perth Stadium,2020,Round 1,Sun,22-Mar-2020,,1,H,A
1664,Collingwood,Richmond,36.0,36.0,M.C.G.,2020,Round 2,Thu,11-Jun-2020,,0,H,H
1665,Geelong,Hawthorn,108.0,47.0,Kardinia Park,2020,Round 2,Fri,12-Jun-2020,,1,H,A
1666,Brisbane Lions,Fremantle,81.0,69.0,Gabba,2020,Round 2,Sat,13-Jun-2020,,1,H,A
1667,Carlton,Melbourne,53.0,54.0,Docklands,2020,Round 2,Sat,13-Jun-2020,,0,H,A
1668,Port Adelaide,Adelaide,110.0,35.0,Adelaide Oval,2020,Round 2,Sat,13-Jun-2020,2240.0,1,H,H
1669,Gold Coast,West Coast,90.0,46.0,Carrara,2020,Round 2,Sat,13-Jun-2020,,1,H,A
1670,Greater Western Sydney,North Melbourne,60.0,80.0,Sydney Showground,2020,Round 2,Sun,14-Jun-2020,350.0,0,H,A
1671,Sydney,Essendon,73.0,79.0,S.C.G.,2020,Round 2,Sun,14-Jun-2020,337.0,0,H,A
1672,St Kilda,Western Bulldogs,88.0,49.0,Docklands,2020,Round 2,Sun,14-Jun-2020,,1,H,H
1673,Richmond,Hawthorn,39.0,71.0,M.C.G.,2020,Round 3,Thu,18-Jun-2020,,0,H,H
1674,Western Bulldogs,Greater Western Sydney,57.0,33.0,Docklands,2020,Round 3,Fri,19-Jun-2020,,1,H,A
1675,North Melbourne,Sydney,60.0,71.0,Docklands,2020,Round 3,Sat,20-Jun-2020,,0,H,A
1676,Collingwood,St Kilda,81.0,37.0,M.C.G.,2020,Round 3,Sat,20-Jun-2020,,1,H,A
1677,Geelong,Carlton,77.0,79.0,Kardinia Park,2020,Round 3,Sat,20-Jun-2020,,0,H,A
1678,Brisbane Lions,West Coast,74.0,44.0,Gabba,2020,Round 3,Sat,20-Jun-2020,1965.0,1,H,A
1679,Gold Coast,Adelaide,82.0,29.0,Carrara,2020,Round 3,Sun,21-Jun-2020,1997.0,1,H,A
1680,Fremantle,Port Adelaide,41.0,70.0,Carrara,2020,Round 3,Sun,21-Jun-2020,180.0,0,A,A
1681,Sydney,Western Bulldogs,39.0,67.0,S.C.G.,2020,Round 4,Thu,25-Jun-2020,605.0,0,H,A
1682,Greater Western Sydney,Collingwood,66.0,64.0,Sydney Showground,2020,Round 4,Fri,26-Jun-2020,487.0,1,H,A
1683,Port Adelaide,West Coast,89.0,41.0,Carrara,2020,Round 4,Sat,27-Jun-2020,450.0,1,A,A
1684,St Kilda,Richmond,93.0,67.0,Docklands,2020,Round 4,Sat,27-Jun-2020,,1,H,A
1685,Essendon,Carlton,51.0,52.0,M.C.G.,2020,Round 4,Sat,27-Jun-2020,,0,H,H
1686,Gold Coast,Fremantle,64.0,51.0,Carrara,2020,Round 4,Sat,27-Jun-2020,5106.0,1,H,A
1687,Brisbane Lions,Adelaide,83.0,46.0,Gabba,2020,Round 4,Sun,28-Jun-2020,7354.0,1,H,A
1688,Melbourne,Geelong,44.0,47.0,M.C.G.,2020,Round 4,Sun,28-Jun-2020,,0,H,A
1689,Hawthorn,North Melbourne,58.0,54.0,Docklands,2020,Round 4,Sun,28-Jun-2020,,1,A,H
1690,Carlton,St Kilda,55.0,73.0,Docklands,2020,Round 5,Thu,02-Jul-2020,,0,H,H
1691,Collingwood,Essendon,48.0,63.0,M.C.G.,2020,Round 5,Fri,03-Jul-2020,,0,H,H
1692,West Coast,Sydney,77.0,43.0,Carrara,2020,Round 5,Sat,04-Jul-2020,2238.0,1,A,A
1693,Geelong,Gold Coast,89.0,52.0,Kardinia Park,2020,Round 5,Sat,04-Jul-2020,,1,H,A
1694,Western Bulldogs,North Melbourne,87.0,38.0,Docklands,2020,Round 5,Sat,04-Jul-2020,,1,H,H
1695,Brisbane Lions,Port Adelaide,85.0,48.0,Gabba,2020,Round 5,Sat,04-Jul-2020,10161.0,1,H,A
1696,Adelaide,Fremantle,34.0,54.0,Carrara,2020,Round 5,Sun,05-Jul-2020,418.0,0,A,A
1697,Melbourne,Richmond,52.0,79.0,M.C.G.,2020,Round 5,Sun,05-Jul-2020,,0,H,H
1698,Greater Western Sydney,Hawthorn,83.0,49.0,Sydney Showground,2020,Round 5,Sun,05-Jul-2020,5674.0,1,H,A
1699,Geelong,Brisbane Lions,73.0,46.0,S.C.G.,2020,Round 6,Thu,09-Jul-2020,1311.0,1,A,A
1700,Collingwood,Hawthorn,59.0,27.0,Sydney Showground,2020,Round 6,Fri,10-Jul-2020,1772.0,1,A,A
1701,Fremantle,St Kilda,79.0,73.0,Carrara,2020,Round 6,Sat,11-Jul-2020,638.0,1,A,A
1702,West Coast,Adelaide,67.0,34.0,Gabba,2020,Round 6,Sat,11-Jul-2020,210.0,1,A,A
1703,Melbourne,Gold Coast,80.0,63.0,Sydney Showground,2020,Round 6,Sat,11-Jul-2020,250.0,1,A,A
1704,Essendon,North Melbourne,67.0,53.0,Carrara,2020,Round 6,Sat,11-Jul-2020,4271.0,1,A,A
1705,Port Adelaide,Greater Western Sydney,63.0,46.0,Carrara,2020,Round 6,Sun,12-Jul-2020,368.0,1,A,A
1706,Richmond,Sydney,34.0,26.0,Gabba,2020,Round 6,Sun,12-Jul-2020,3606.0,1,A,A
1707,Carlton,Western Bulldogs,103.0,51.0,Carrara,2020,Round 6,Sun,12-Jul-2020,2178.0,1,A,A
1708,Geelong,Collingwood,35.0,57.0,Perth Stadium,2020,Round 7,Thu,16-Jul-2020,22077.0,0,A,A
1709,Essendon,Western Bulldogs,51.0,93.0,Carrara,2020,Round 7,Fri,17-Jul-2020,4949.0,0,A,A
1710,Greater Western Sydney,Brisbane Lions,68.0,88.0,Sydney Showground,2020,Round 7,Sat,18-Jul-2020,3168.0,0,H,A
1711,Sydney,Gold Coast,60.0,92.0,S.C.G.,2020,Round 7,Sat,18-Jul-2020,6000.0,0,H,A
1712,Richmond,North Melbourne,77.0,23.0,Carrara,2020,Round 7,Sat,18-Jul-2020,4337.0,1,A,A
1713,Carlton,Port Adelaide,61.0,64.0,Gabba,2020,Round 7,Sun,19-Jul-2020,3510.0,0,A,A
1714,Hawthorn,Melbourne,48.0,91.0,Sydney Showground,2020,Round 7,Sun,19-Jul-2020,750.0,0,A,A
1715,Fremantle,West Coast,32.0,62.0,Perth Stadium,2020,Round 7,Sun,19-Jul-2020,25306.0,0,H,H
1716,Adelaide,St Kilda,55.0,78.0,Adelaide Oval,2020,Round 7,Mon,20-Jul-2020,13579.0,0,H,A
1717,Gold Coast,Western Bulldogs,46.0,51.0,Carrara,2020,Round 8,Thu,23-Jul-2020,4039.0,0,H,A
1718,Greater Western Sydney,Richmond,62.0,50.0,Sydney Showground,2020,Round 8,Fri,24-Jul-2020,5500.0,1,H,A
1719,North Melbourne,Carlton,57.0,64.0,Gabba,2020,Round 8,Sat,25-Jul-2020,3655.0,0,A,A
1720,Sydney,Hawthorn,60.0,53.0,S.C.G.,2020,Round 8,Sat,25-Jul-2020,4264.0,1,H,A
1721,Port Adelaide,St Kilda,44.0,73.0,Adelaide Oval,2020,Round 8,Sat,25-Jul-2020,16727.0,0,H,A
1722,Adelaide,Essendon,59.0,62.0,Adelaide Oval,2020,Round 8,Sun,26-Jul-2020,15155.0,0,H,A
1723,West Coast,Collingwood,111.0,45.0,Perth Stadium,2020,Round 8,Sun,26-Jul-2020,24824.0,1,H,A
1724,Melbourne,Brisbane Lions,49.0,53.0,Carrara,2020,Round 8,Sun,26-Jul-2020,3011.0,0,A,A
1725,Fremantle,Geelong,16.0,48.0,Perth Stadium,2020,Round 8,Mon,27-Jul-2020,20251.0,0,H,A
1726,Western Bulldogs,Richmond,49.0,90.0,Carrara,2020,Round 9,Wed,29-Jul-2020,2824.0,0,A,A
1727,Melbourne,Port Adelaide,32.0,83.0,Gabba,2020,Round 9,Thu,30-Jul-2020,323.0,0,A,A
1728,Carlton,Hawthorn,58.0,89.0,Perth Stadium,2020,Round 9,Fri,31-Jul-2020,12304.0,0,A,A
1729,Essendon,Brisbane Lions,28.0,91.0,Carrara,2020,Round 9,Fri,31-Jul-2020,4860.0,0,A,A
1730,North Melbourne,Adelaide,119.0,50.0,Carrara,2020,Round 9,Sat,01-Aug-2020,522.0,1,A,A
1731,St Kilda,Sydney,101.0,48.0,Gabba,2020,Round 9,Sat,01-Aug-2020,2978.0,1,A,A
1732,West Coast,Geelong,73.0,64.0,Perth Stadium,2020,Round 9,Sat,01-Aug-2020,26211.0,1,H,A
1733,Gold Coast,Greater Western Sydney,35.0,61.0,Carrara,2020,Round 9,Sun,02-Aug-2020,4363.0,0,H,A
1734,Fremantle,Collingwood,61.0,49.0,Perth Stadium,2020,Round 9,Sun,02-Aug-2020,20912.0,1,H,A
1735,Port Adelaide,Western Bulldogs,55.0,42.0,Adelaide Oval,2020,Round 10,Mon,03-Aug-2020,14159.0,1,H,A
